Power Supplies: LT8610
 FB Resistor Network:
  R1 = R2 ( Vout/0.8 - 1)

R1; R2(connect to gnd);    Vout
1	20		0.8
1	100		0.8
1	107		0.8
1	115		0.8
1	121		0.8
1	127		0.8
1	130		0.8
1	140		0.8
1	147		0.8
1	162		0.8
1	169		0.8
1	182		0.8
1	191		0.8
1	200		0.8
1	210		0.8
1	274		0.8
1	332		0.8
1	365		0.8
1	562		0.8
1	768		0.8
1	909		0.8
20	100		0.8
20	107		0.8
20	115		0.8
20	121		0.8
20	127		0.8
20	130		0.8
20	140		0.8
20	147		0.8
20	162		0.8
20	169		0.8
20	182		0.8
20	191		0.8
20	200		0.8
20	210		0.8
20	274		0.8
20	332		0.8
20	365		0.8
20	562		0.8
20	768		0.8
20	909		0.8
100	107		0.8
100	115		0.8
100	121		0.8
100	127		0.8
100	130		0.8
100	140		0.8
100	147		0.8
100	162		0.8
100	169		0.8
100	182		0.8
100	191		0.8
100	200		0.8
100	210		0.8
100	274		0.8
100	332		0.8
100	365		0.8
100	562		0.8
100	768		0.8
100	909		0.8
107	115		0.8
107	121		0.8
107	127		0.8
107	130		0.8
107	140		0.8
107	147		0.8
107	162		0.8
107	169		0.8
107	182		0.8
107	191		0.8
107	200		0.8
107	210		0.8
107	274		0.8
107	332		0.8
107	365		0.8
107	562		0.8
107	768		0.8
107	909		0.8
115	121		0.8
115	127		0.8
115	130		0.8
115	140		0.8
115	147		0.8
115	162		0.8
115	169		0.8
115	182		0.8
115	191		0.8
115	200		0.8
115	210		0.8
115	274		0.8
115	332		0.8
115	365		0.8
115	562		0.8
115	768		0.8
115	909		0.8
121	127		0.8
121	130		0.8
121	140		0.8
121	147		0.8
121	162		0.8
121	169		0.8
121	182		0.8
121	191		0.8
121	200		0.8
121	210		0.8
121	274		0.8
121	332		0.8
121	365		0.8
121	562		0.8
121	768		0.8
121	909		0.8
127	130		0.8
127	140		0.8
127	147		0.8
127	162		0.8
127	169		0.8
127	182		0.8
127	191		0.8
127	200		0.8
127	210		0.8
127	274		0.8
127	332		0.8
127	365		0.8
127	562		0.8
127	768		0.8
127	909		0.8
130	140		0.8
130	147		0.8
130	162		0.8
130	169		0.8
130	182		0.8
130	191		0.8
130	200		0.8
130	210		0.8
130	274		0.8
130	332		0.8
130	365		0.8
130	562		0.8
130	768		0.8
130	909		0.8
140	147		0.8
140	162		0.8
140	169		0.8
140	182		0.8
140	191		0.8
140	200		0.8
140	210		0.8
140	274		0.8
140	332		0.8
140	365		0.8
140	562		0.8
140	768		0.8
140	909		0.8
147	162		0.8
147	169		0.8
147	182		0.8
147	191		0.8
147	200		0.8
147	210		0.8
147	274		0.8
147	332		0.8
147	365		0.8
147	562		0.8
147	768		0.8
147	909		0.8
162	169		0.8
162	182		0.8
162	191		0.8
162	200		0.8
162	210		0.8
162	274		0.8
162	332		0.8
162	365		0.8
162	562		0.8
162	768		0.8
162	909		0.8
169	182		0.8
169	191		0.8
169	200		0.8
169	210		0.8
169	274		0.8
169	332		0.8
169	365		0.8
169	562		0.8
169	768		0.8
169	909		0.8
182	191		0.8
182	200		0.8
182	210		0.8
182	274		0.8
182	332		0.8
182	365		0.8
182	562		0.8
182	768		0.8
182	909		0.8
191	200		0.8
191	210		0.8
191	274		0.8
191	332		0.8
191	365		0.8
191	562		0.8
191	768		0.8
191	909		0.8
200	210		0.8
200	274		0.8
200	332		0.8
200	365		0.8
200	562		0.8
200	768		0.8
200	909		0.8
210	274		0.8
210	332		0.8
210	365		0.8
210	562		0.8
210	768		0.8
210	909		0.8
274	332		0.8
274	365		0.8
274	562		0.8
274	768		0.8
274	909		0.8
332	365		0.8
332	562		0.8
332	768		0.8
332	909		0.8
365	562		0.8
365	768		0.8
365	909		0.8
562	768		0.8
562	909		0.8
768	909		0.8
1.07	909		0.800941694169417
1.1	909		0.800968096809681
1.21	909		0.801064906490649
1.07	768		0.8011145833333334
1.1	768		0.8011458333333334
1.21	768		0.8012604166666666
1.5	909		0.8013201320132014
1.6	909		0.8014081408140815
1.07	562		0.8015231316725979
1.5	768		0.8015625000000001
1.1	562		0.8015658362989324
1.78	909		0.8015665566556657
1.6	768		0.8016666666666667
1.21	562		0.8017224199288256
1.78	768		0.8018541666666666
2.37	909		0.8020858085808581
1.5	562		0.802135231316726
1.6	562		0.8022775800711743
1.07	365		0.802345205479452
1.1	365		0.8024109589041096
2.74	909		0.8024114411441143
2.37	768		0.8024687500000001
1.78	562		0.8025338078291816
1.07	332		0.8025783132530121
1.1	332		0.8026506024096385
1.21	365		0.8026520547945206
2.74	768		0.8028541666666668
1.21	332		0.8029156626506024
3.32	909		0.8029218921892189
1.07	274		0.803124087591241
1.1	274		0.8032116788321169
1.5	365		0.8032876712328767
2.37	562		0.8033736654804271
3.32	768		0.8034583333333334
1.6	365		0.8035068493150685
1.21	274		0.8035328467153285
1.5	332		0.8036144578313253
1.6	332		0.803855421686747
2.74	562		0.8039003558718861
1.78	365		0.8039013698630137
1.07	210		0.8040761904761905
4.75	909		0.8041804180418043
1.1	210		0.8041904761904762
1.07	200		0.80428
1.78	332		0.8042891566265061
1.5	274		0.8043795620437957
1.1	200		0.8044000000000001
1.07	191		0.8044816753926702
1.1	191		0.804607329842932
1.21	210		0.8046095238095239
1.6	274		0.8046715328467153
1.07	182		0.8047032967032968
3.32	562		0.8047259786476868
1.1	182		0.8048351648351648
1.21	200		0.8048400000000001
5.62	909		0.8049460946094609
4.75	768		0.8049479166666667
1.07	169		0.8050650887573965
1.21	191		0.8050680628272252
2.37	365		0.8051945205479453
1.78	274		0.8051970802919709
1.1	169		0.8052071005917161
1.07	162		0.805283950617284
1.21	182		0.8053186813186815
1.1	162		0.8054320987654322
2.37	332		0.805710843373494
1.5	210		0.8057142857142857
1.21	169		0.8057278106508877
1.07	147		0.8058231292517007
5.62	768		0.8058541666666668
1.21	162		0.8059753086419754
1.1	147		0.8059863945578232
1.5	200		0.806
2.74	365		0.8060054794520548
1.6	210		0.8060952380952382
1.07	140		0.8061142857142857
6.98	909		0.8061430143014303
1.5	191		0.8062827225130891
1.1	140		0.8062857142857143
1.6	200		0.8064
1.07	130		0.8065846153846155
1.21	147		0.8065850340136054
1.5	182		0.8065934065934066
2.74	332		0.8066024096385542
1.6	191		0.8067015706806283
1.07	127		0.806740157480315
4.75	562		0.806761565836299
1.1	130		0.8067692307692309
1.78	210		0.8067809523809525
1.21	140		0.8069142857142858
2.37	274		0.8069197080291972
1.1	127		0.8069291338582677
1.6	182		0.807032967032967
1.07	121		0.8070743801652892
1.5	169		0.8071005917159764
1.78	200		0.80712
6.98	768		0.8072708333333334
1.1	121		0.8072727272727273
3.32	365		0.8072767123287671
1.5	162		0.8074074074074075
1.07	115		0.8074434782608697
1.21	130		0.8074461538461538
1.78	191		0.807455497382199
1.6	169		0.8075739644970414
1.21	127		0.8076220472440945
1.1	115		0.8076521739130436
1.78	182		0.8078241758241758
1.6	162		0.8079012345679013
1.21	121		0.808
2.74	274		0.808
3.32	332		0.808
1.07	107		0.808
5.62	562		0.808
1.5	147		0.8081632653061224
1.1	107		0.8082242990654205
1	95.3		0.8083945435466946
1.21	115		0.808417391304348
1.78	169		0.8084260355029587
1.07	100		0.80856
1.5	140		0.8085714285714286
9.76	909		0.8085896589658965
1	93.1		0.80859291084855
1.6	147		0.8087074829931974
1.78	162		0.8087901234567902
1.1	100		0.8088
10.2	909		0.808976897689769
1.07	95.3		0.8089821615949634
1	88.7		0.8090191657271704
2.37	210		0.8090285714285715
1.21	107		0.8090467289719627
1.6	140		0.8091428571428572
1.07	93.1		0.8091944146079485
1.5	130		0.8092307692307692
1.1	95.3		0.8092339979013641
1.5	127		0.8094488188976379
1.1	93.1		0.809452201933405
1	84.5		0.8094674556213018
2.37	200		0.80948
1.07	88.7		0.8096505073280721
1.21	100		0.8096800000000001
1.78	147		0.8096870748299321
3.32	274		0.8096934306569343
1.6	130		0.8098461538461539
1.5	121		0.8099173553719009
1.1	88.7		0.8099210822998872
2.37	191		0.8099267015706806
6.98	562		0.8099359430604983
1.6	127		0.8100787401574805
1.07	84.5		0.810130177514793
1.21	95.3		0.8101573976915006
9.76	768		0.8101666666666667
1.78	140		0.8101714285714285
11.8	909		0.8103850385038505
1.21	93.1		0.8103974221267456
4.75	365		0.8104109589041096
1.1	84.5		0.810414201183432
1	76.8		0.8104166666666667
2.37	182		0.8104175824175824
1.5	115		0.8104347826086956
2.74	210		0.8104380952380952
1.6	121		0.8105785123966943
10.2	768		0.8106249999999999
12.1	909		0.8106490649064906
1	75.0		0.8106666666666668
1.21	88.7		0.8109131905298761
1.78	130		0.8109538461538461
2.74	200		0.8109600000000001
1.6	115		0.8111304347826087
1.07	76.8		0.8111458333333333
1.78	127		0.8112125984251968
1.5	107		0.811214953271028
2.37	169		0.8112189349112428
1.07	75.0		0.8114133333333333
4.75	332		0.8114457831325302
1.21	84.5		0.8114556213017752
1.1	76.8		0.8114583333333334
2.74	191		0.8114764397905759
2.37	162		0.8117037037037037
1.1	75.0		0.8117333333333333
1	68.1		0.8117474302496328
1.78	121		0.8117685950413224
1.6	107		0.8119626168224299
1.5	100		0.8119999999999999
2.74	182		0.8120439560439561
11.8	768		0.8122916666666667
5.62	365		0.8123178082191782
1	64.9		0.812326656394453
1.78	115		0.8123826086956522
1.07	68.1		0.8125697503671072
1.5	95.3		0.812591815320042
1.21	76.8		0.8126041666666668
12.1	768		0.8126041666666668
3.32	210		0.8126476190476191
1.6	100		0.8128000000000001
1.5	93.1		0.8128893662728249
2.37	147		0.8128979591836736
1.21	75.0		0.8129066666666667
1.1	68.1		0.8129221732745961
1	61.9		0.812924071082391
2.74	169		0.8129704142011834
1.07	64.9		0.8131895223420648
1	60.4		0.8132450331125828
3.32	200		0.81328
1.78	107		0.8133084112149533
1.6	95.3		0.8134312696747115
1.5	88.7		0.8135287485907554
2.74	162		0.813530864197531
5.62	332		0.8135421686746988
2.37	140		0.8135428571428571
15.4	909		0.8135533553355336
1.1	64.9		0.8135593220338984
1.6	93.1		0.81374865735768
1.07	61.9		0.8138287560581583
4.75	274		0.8138686131386863
9.76	562		0.8138932384341637
3.32	191		0.8139057591623037
1.07	60.4		0.8141721854304637
1.5	84.5		0.8142011834319528
1.21	68.1		0.8142143906020558
1.1	61.9		0.8142164781906301
1.78	100		0.8142400000000001
1.6	88.7		0.8144306651634724
10.2	562		0.8145195729537367
1.1	60.4		0.814569536423841
1	54.9		0.8145719489981785
2.37	130		0.8145846153846155
3.32	182		0.8145934065934066
16.9	909		0.814873487348735
2.74	147		0.8149115646258503
1.21	64.9		0.8149152542372882
2.37	127		0.8149291338582677
1.78	95.3		0.8149422875131166
1.6	84.5		0.815147928994083
1.78	93.1		0.8152953813104189
6.98	365		0.8152986301369863
1.07	54.9		0.8155919854280511
1.5	76.8		0.815625
1.21	61.9		0.8156381260096931
2.74	140		0.8156571428571429
2.37	121		0.8156694214876034
3.32	169		0.8157159763313611
1.5	75.0		0.8160000000000001
1.21	60.4		0.8160264900662253
1.1	54.9		0.8160291438979965
15.4	768		0.8160416666666667
1.78	88.7		0.816054114994363
3.32	162		0.816395061728395
5.62	274		0.8164087591240876
2.37	115		0.8164869565217391
1.6	76.8		0.8166666666666667
11.8	562		0.8167971530249111
6.98	332		0.8168192771084337
1.78	84.5		0.8168520710059172
2.74	130		0.8168615384615384
1.6	75.0		0.8170666666666668
12.1	562		0.8172241992882562
2.74	127		0.8172598425196851
16.9	768		0.8176041666666667
1.5	68.1		0.8176211453744493
1.21	54.9		0.8176320582877961
2.37	107		0.8177196261682242
3.32	147		0.8180680272108843
4.75	210		0.8180952380952381
2.74	121		0.8181157024793388
1.5	64.9		0.8184899845916797
1.78	76.8		0.8185416666666667
1.6	68.1		0.8187958883994126
2.37	100		0.8189600000000001
3.32	140		0.8189714285714287
1.78	75.0		0.8189866666666668
4.75	200		0.819
2.74	115		0.8190608695652174
1.5	61.9		0.8193861066235866
22.1	909		0.8194499449944994
1.6	64.9		0.8197226502311248
1.5	60.4		0.8198675496688742
2.37	95.3		0.8198950682056664
4.75	191		0.8198952879581152
2.37	93.1		0.8203651987110634
6.98	274		0.8203795620437957
3.32	130		0.8204307692307693
2.74	107		0.8204859813084113
1.6	61.9		0.8206785137318255
23.7	909		0.8208580858085809
4.75	182		0.8208791208791208
1.78	68.1		0.8209104258443466
3.32	127		0.8209133858267716
1.6	60.4		0.8211920529801324
2.37	88.7		0.8213754227733935
9.76	365		0.8213917808219178
5.62	210		0.8214095238095238
1.5	54.9		0.8218579234972678
24.9	909		0.821914191419142
2.74	100		0.8219200000000001
15.4	562		0.8219217081850534
1.78	64.9		0.8219414483821263
3.32	121		0.8219504132231406
10.2	365		0.8223561643835616
2.37	84.5		0.8224378698224852
5.62	200		0.8224800000000001
4.75	169		0.8224852071005918
2.74	95.3		0.8230010493179434
1.78	61.9		0.823004846526656
22.1	768		0.8230208333333334
3.32	115		0.8230956521739131
1.6	54.9		0.8233151183970856
