Power Supplies: ADP3334
 Output Voltage:
  Vout = 1.178 ( R1/R2 + 1 )

R1; R2(connect to gnd);    Vout         R parallel(close as possible to 50kΩ)
75.0	147		1.779		49.662
121	237		1.7794		80.103
140	274		1.7799		92.657
64.9	127		1.78		42.951
43.2	84.5		1.7802		28.586
22.1	43.2		1.7806		14.621
33.2	64.9		1.7806		21.964
61.9	121		1.7806		40.951
93.1	182		1.7806		61.593
15.4	30.1		1.7807		10.188
30.9	60.4		1.7807		20.442
54.9	107		1.7824		36.284
16.9	32.4		1.7925		11.107
84.5	162		1.7925		55.533
52.3	100		1.7941		34.34
32.4	61.9		1.7946		21.268
95.3	182		1.7948		62.548
100	191		1.7948		65.636
88.7	169		1.7963		58.17
107	200		1.8082		69.707
78.7	147		1.8087		51.258
75.0	140		1.8091		48.837
127	237		1.8092		82.69
33.2	61.9		1.8098		21.61
64.9	121		1.8098		42.243
32.4	60.4		1.8099		21.088
147	274		1.81		95.672
90.9	169		1.8116		59.108
16.9	30.9		1.8223		10.925
88.7	162		1.823		57.317
30.1	54.9		1.8239		19.441
23.7	43.2		1.8243		15.304
52.3	95.3		1.8245		33.768
43.2	78.7		1.8246		27.89
54.9	100		1.8247		35.442
100	182		1.8253		64.539
33.2	60.4		1.8255		21.424
93.1	169		1.8269		60.03
107	191		1.8379		68.581
90.9	162		1.839		58.228
16.9	30.1		1.8394		10.823
52.3	93.1		1.8398		33.488
78.7	140		1.8402		50.38
30.9	54.9		1.841		19.772
95.3	169		1.8423		60.937
60.4	107		1.843		38.607
93.1	162		1.855		59.123
84.5	147		1.8551		53.657
52.3	90.9		1.8558		33.199
30.1	52.3		1.856		19.105
43.2	75.0		1.8565		27.411
54.9	95.3		1.8566		34.833
121	210		1.8568		76.767
24.9	43.2		1.857		15.796
61.9	107		1.8595		39.214
107	182		1.8706		67.384
95.3	162		1.871		60.002
52.3	88.7		1.8726		32.901
54.9	93.1		1.8727		34.535
32.4	54.9		1.8732		20.375
75.0	127		1.8737		47.153
140	237		1.8739		88.011
30.9	52.3		1.874		19.424
100	169		1.875		62.825
20	33.2		1.8876		12.481
88.7	147		1.8888		55.32
84.5	140		1.889		52.695
54.9	90.9		1.8895		34.228
60.4	100		1.8895		37.656
33.2	54.9		1.8904		20.689
127	210		1.8904		79.139
121	200		1.8907		75.389
64.9	107		1.8925		40.397
20	32.4		1.9052		12.366
100	162		1.9052		61.832
90.9	147		1.9064		56.168
52.3	84.5		1.9071		32.305
54.9	88.7		1.9071		33.911
61.9	100		1.9072		38.233
32.4	52.3		1.9078		20.006
78.7	127		1.908		48.59
75.0	121		1.9082		46.301
147	237		1.9087		90.727
107	169		1.9238		65.518
93.1	147		1.9241		57.0
88.7	140		1.9243		54.298
121	191		1.9243		74.074
60.4	95.3		1.9246		36.969
33.2	52.3		1.9258		20.308
127	200		1.926		77.676
20	30.9		1.9405		12.141
95.3	147		1.9417		57.817
60.4	93.1		1.9422		36.633
64.9	100		1.9425		39.357
90.9	140		1.9429		55.115
61.9	95.3		1.9431		37.526
54.9	84.5		1.9434		33.279
78.7	121		1.9442		47.685
107	162		1.9561		64.439
20	30.1		1.9607		12.016
60.4	90.9		1.9607		36.288
52.3	78.7		1.9608		31.42
61.9	93.1		1.9612		37.18
121	182		1.9612		72.68
127	191		1.9613		76.28
93.1	140		1.9614		55.916
84.5	127		1.9618		50.74
43.2	64.9		1.9621		25.936
22.1	33.2		1.9622		13.268
140	210		1.9633		84.0
16.9	24.9		1.9775		10.067
100	147		1.9794		59.514
95.3	140		1.9799		56.702
